dispnum,ccode1,ccode2,year,sidea1,sidea2,revstate1,revstate2,revtype11,revtype12,revtype21,revtype22,fatality1,fatality2,fatalpre1,fatalpre2,hiact1,hiact2,hostlev1,hostlev2,orig1,orig2,midongoing,midonset,hiact,hostlev,mindur,maxdur,outcome,settle,fatality,fatalpre,stmon,endmon,version
3573,820,830,1992,1,0,1,1,1,1,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,36,36,7,3,0,0,4,6,gml-2.0
3574,775,800,1992,1,0,1,0,2,0,-9,-9,2,-9,-9,-9,16,16,4,4,1,1,1,1,16,4,328,328,6,1,2,-9,2,12,gml-2.0
3599,305,345,1919,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,14,4,4,1,1,1,1,17,4,132,132,6,1,-9,-9,5,9,gml-2.0
3602,490,551,1977,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,2,2,5,3,0,0,4,4,gml-2.0
3603,800,816,1977,0,1,0,0,0,0,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,6,6,gml-2.0
3604,352,651,1978,0,1,0,0,0,0,-9,-9,-9,1,-9,15,17,17,4,4,1,1,1,1,17,4,0,0,5,3,1,15,2,2,gml-2.0
3606,365,385,1978,0,1,1,0,2,0,-9,-9,0,0,0,0,7,7,3,3,1,1,1,1,12,3,28,58,5,3,0,0,7,8,gml-2.0
3607,230,600,1979,0,1,0,1,0,2,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,18,18,7,3,0,0,2,2,gml-2.0
3610,816,850,1980,0,1,1,1,1,1,-9,-9,0,0,0,0,7,7,3,3,1,1,1,1,7,3,0,0,5,3,0,0,9,9,gml-2.0
3612,740,840,1982,0,1,0,0,0,0,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,1,1,gml-2.0
3613,2,680,1982,1,0,0,1,0,4,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,4,4,5,3,0,0,12,12,gml-2.0
3613,680,698,1982,0,1,1,0,4,0,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,4,4,5,3,0,0,12,12,gml-2.0
3614,710,816,1983,0,1,1,0,2,0,-9,-9,2,2,-9,-9,17,17,4,4,1,1,1,1,17,4,20,50,5,3,2,-9,3,4,gml-2.0
3615,365,380,1983,0,1,1,0,2,0,-9,-9,0,0,0,0,0,2,1,2,1,1,1,1,1,2,0,0,7,3,0,0,4,4,gml-2.0
3616,710,820,1983,0,1,0,1,0,1,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,29,29,5,1,0,0,9,10,gml-2.0
3616,816,820,1983,0,1,0,1,0,1,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,29,29,5,1,0,0,9,10,gml-2.0
3617,630,670,1984,1,0,1,0,2,0,-9,-9,0,0,0,0,17,17,4,4,1,1,1,1,16,4,41,41,5,3,0,0,4,6,gml-2.0
3617,630,690,1984,1,0,1,0,2,0,-9,-9,0,0,0,0,17,0,4,1,1,0,1,1,16,4,41,41,5,3,0,0,4,6,gml-2.0
3617,630,692,1984,1,0,1,0,2,0,-9,-9,0,0,0,0,17,0,4,1,1,0,1,1,16,4,41,41,5,3,0,0,4,6,gml-2.0
3617,630,694,1984,1,0,1,0,2,0,-9,-9,0,0,0,0,17,0,4,1,1,0,1,1,16,4,41,41,5,3,0,0,4,6,gml-2.0
3617,630,696,1984,1,0,1,0,2,0,-9,-9,0,0,0,0,17,0,4,1,1,0,1,1,16,4,41,41,5,3,0,0,4,6,gml-2.0
3617,630,698,1984,1,0,1,0,2,0,-9,-9,0,0,0,0,17,0,4,1,1,0,1,1,16,4,41,41,5,3,0,0,4,6,gml-2.0
3618,775,800,1985,1,0,0,0,0,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,17,4,152,152,5,3,-9,-9,5,10,gml-2.0
3620,2,620,1985,0,1,0,1,0,1,-9,-9,0,0,0,0,8,15,3,4,0,1,1,1,8,3,10,10,5,3,0,0,11,12,gml-2.0
3620,620,651,1985,1,0,1,0,1,0,-9,-9,0,0,0,0,15,11,4,3,1,1,1,1,8,3,10,10,5,3,0,0,11,12,gml-2.0
3621,820,840,1985,1,0,0,0,0,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,5,3,0,0,9,9,gml-2.0
3622,710,816,1984,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,17,4,411,411,5,3,-9,-9,12,2,gml-2.0
3622,710,816,1985,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,411,411,5,3,-9,-9,12,2,gml-2.0
3622,710,816,1986,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,411,411,5,3,-9,-9,12,2,gml-2.0
3625,2,630,1986,0,1,0,1,0,2,-9,-9,0,0,0,0,7,15,3,4,1,1,1,1,15,4,112,112,3,3,0,0,11,3,gml-2.0
3625,630,670,1986,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,112,112,3,3,0,0,11,3,gml-2.0
3625,630,690,1985,1,0,1,0,2,0,-9,-9,0,0,0,0,15,8,4,3,1,1,1,1,15,4,112,112,3,3,0,0,11,3,gml-2.0
3625,630,690,1986,1,0,1,0,2,0,-9,-9,0,0,0,0,15,8,4,3,1,1,1,0,15,4,112,112,3,3,0,0,11,3,gml-2.0
3626,750,771,1986,1,0,1,1,1,1,-9,-9,0,1,0,-9,17,17,4,4,1,1,1,1,16,4,38,38,5,1,1,-9,3,4,gml-2.0
3628,710,816,1986,1,0,1,0,2,0,-9,-9,5,5,-9,-9,20,20,5,5,1,1,1,1,20,5,151,151,5,1,6,-9,10,3,gml-2.0
3628,710,816,1987,1,0,1,0,2,0,-9,-9,5,5,-9,-9,20,20,5,5,1,1,1,0,20,5,151,151,5,1,6,-9,10,3,gml-2.0
3629,432,439,1986,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,7,0,3,1,1,1,1,1,7,3,0,0,5,3,0,-9,6,6,gml-2.0
3630,160,200,1982,1,0,1,0,1,0,-9,-9,5,4,-9,-9,20,20,5,5,1,1,1,1,20,5,75,75,2,2,6,-9,3,6,gml-2.0
3631,220,620,1978,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,0,1,1,1,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,220,620,1979,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,0,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,220,620,1980,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,0,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,220,620,1981,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,0,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,483,620,1977,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,483,620,1978,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,483,620,1979,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,483,620,1980,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3631,483,620,1981,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,1284,1284,1,2,-9,-9,7,1,gml-2.0
3632,616,620,1980,1,0,0,0,0,0,-9,-9,0,0,0,0,8,0,3,1,1,1,1,1,8,3,0,0,5,3,0,0,12,12,gml-2.0
3633,220,620,1980,1,0,0,1,0,3,-9,-9,0,0,0,0,8,7,3,3,1,1,1,1,8,3,338,338,5,3,0,0,12,11,gml-2.0
3633,220,620,1981,1,0,0,1,0,3,-9,-9,0,0,0,0,8,7,3,3,1,1,1,0,8,3,338,338,5,3,0,0,12,11,gml-2.0
3633,483,620,1981,1,0,0,1,0,3,-9,-9,0,0,0,0,1,7,2,3,0,1,1,1,8,3,338,338,5,3,0,0,12,11,gml-2.0
3634,2,620,1983,0,1,0,1,0,3,-9,-9,0,-9,0,-9,8,16,3,4,0,1,1,1,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3634,220,620,1983,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,17,16,4,4,0,1,1,1,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3634,220,620,1984,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,17,16,4,4,0,1,1,0,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3634,483,620,1983,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,16,16,4,4,1,1,1,1,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3634,483,620,1984,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,16,16,4,4,1,1,1,0,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3634,490,620,1983,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,17,16,4,4,0,1,1,1,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3634,490,620,1984,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,17,16,4,4,0,1,1,0,17,4,673,673,5,1,-9,-9,2,12,gml-2.0
3635,220,620,1986,0,1,0,1,0,3,-9,-9,0,-9,0,-9,8,17,3,4,0,1,1,1,17,4,578,578,5,1,-9,-9,2,9,gml-2.0
3635,220,620,1987,0,1,0,1,0,3,-9,-9,0,-9,0,-9,8,17,3,4,0,1,1,0,17,4,578,578,5,1,-9,-9,2,9,gml-2.0
3635,483,620,1986,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,17,4,578,578,5,1,-9,-9,2,9,gml-2.0
3635,483,620,1987,0,1,0,1,0,3,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,578,578,5,1,-9,-9,2,9,gml-2.0
3636,2,620,1986,0,1,1,0,2,0,-9,-9,0,-9,0,-9,16,16,4,4,1,1,1,1,16,4,92,92,3,3,-9,-9,1,4,gml-2.0
3637,2,365,1986,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,0,0,5,3,0,0,1,1,gml-2.0
3637,365,666,1986,1,0,1,0,2,0 Not applicable,-9,-9 Missing,0,0,0,0,7,0,3,1,1,1,1,1,7,3,0,0,5,3,0,0,1,1,gml-2.0
3638,710,816,1987,0,1,1,0,2,0,-9,-9,0,-9,0,-9,16,7,4,3,1,1,1,1,16,4,0,0,5,3,1,1,10,10,gml-2.0
3639,710,816,1984,0,1,1,0,2,0,-9,-9,3,2,-9,-9,17,17,4,4,1,1,1,1,17,4,193,193,5,3,3,-9,1,7,gml-2.0
3642,365,710,1870,1,0,1,0,1,0,-9,-9,0,0,0,0,14,0,4,1,1,1,1,1,14,4,154,211,1,2,0,0,8,2,gml-2.0
3642,365,710,1871,1,0,1,0,1,0,-9,-9,0,0,0,0,14,0,4,1,1,1,1,0,14,4,154,211,1,2,0,0,8,2,gml-2.0
3645,365,710,1903,1,0,1,0,2,0,-9,-9,0,0,0,0,14,0,4,1,1,1,1,1,14,4,376,376,1,2,0,0,4,4,gml-2.0
3645,365,710,1904,1,0,1,0,2,0,-9,-9,0,0,0,0,14,0,4,1,1,1,1,0,14,4,376,376,1,2,0,0,4,4,gml-2.0
3647,365,710,1911,1,0,1,0,2,0,-9,-9,0,0,0,0,11,10,3,3,1,1,1,1,7,3,34,34,4,1,0,0,2,3,gml-2.0
3656,365,710,1937,1,0,1,0,3,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,399,428,5,3,0,0,9,11,gml-2.0
3656,365,710,1938,1,0,1,0,3,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,0,16,4,399,428,5,3,0,0,9,11,gml-2.0
3659,365,666,1971,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,12,3,0,0,5,3,0,0,11,11,gml-2.0
3700,200,210,1939,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,35,35,7,3,0,0,9,10,gml-2.0
3703,200,255,1940,0,1,0,1,0 Not applicable,1,-9 Missing,-9,1,0,-9,0,17,17,4,4,1,1,1,1,17,4,7,7,1,2,1,0,5,5,gml-2.0
3703,212,255,1940,0,1,0,1,0,1,-9,-9,0,0,0,0,17,17,4,4,1,1,1,1,17,4,7,7,1,2,1,0,5,5,gml-2.0
3703,220,255,1940,0,1,0,1,0 Not applicable,1,-9 Missing,-9,1,0,-9,0,17,17,4,4,1,1,1,1,17,4,7,7,1,2,1,0,5,5,gml-2.0
3704,200,385,1940,1,0,0,0,2,0,-9,-9,0,0,0,0,12,0,3,1,1,1,1,1,12,3,38,38,5,3,0,0,2,3,gml-2.0
3705,255,385,1939,1,0,1,0,1,0,-9,-9,0,0,0,0,21,21,5,5,1,1,1,1,21,5,157,157,9,3,0,0,11,4,gml-2.0
3705,255,385,1940,1,0,1,0,1,0,-9,-9,0,0,0,0,21,21,5,5,1,1,1,0,21,5,157,157,9,3,0,0,11,4,gml-2.0
3706,255,390,1940,1,0,1,0,1,0,-9,-9,1,1,-9,-9,17,17,4,4,1,1,1,1,17,4,0,0,1,2,2,-9,4,4,gml-2.0
3707,200,390,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,70,70,5,3,0,0,1,3,gml-2.0
3708,2,255,1939,0,1,0,1,0,0,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,26,26,7,3,0,0,10,11,gml-2.0
3709,2,200,1939,0,1,0,0,0,0,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,507,507,6,1,0,0,11,3,gml-2.0
3709,2,200,1940,0,1,0,0,0,0,-9,-9,0,0,0,0,0,15,1,4,1,1,1,0,15,4,507,507,6,1,0,0,11,3,gml-2.0
3709,2,200,1941,0,1,0,0,0,0,-9,-9,0,0,0,0,0,15,1,4,1,1,1,0,15,4,507,507,6,1,0,0,11,3,gml-2.0
3713,235,255,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,7,7,gml-2.0
3714,101,255,1945,1,0,0,0,0,0,-9,-9,0,0,0,0,18,0,4,1,1,1,1,1,18,4,0,0,9,4,0,0,2,2,gml-2.0
3714,101,740,1945,1,0,0,0,0,0,-9,-9,0,0,0,0,18,0,4,1,1,1,1,1,18,4,0,0,9,4,0,0,2,2,gml-2.0
3715,150,255,1945,1,0,0,0,0,0,-9,-9,0,0,0,0,18,0,4,1,1,1,1,1,18,4,0,0,9,4,0,0,2,2,gml-2.0
3715,150,740,1945,1,0,0,0,0,0,-9,-9,0,0,0,0,18,0,4,1,1,1,1,1,18,4,0,0,9,4,0,0,2,2,gml-2.0
3717,255,325,1943,1,0,1,0,2,0,-9,-9,0,0,0,0,17,21,4,5,1,1,1,1,21,5,34,34,9,3,0,0,9,10,gml-2.0
3718,220,230,1940,0,1,0,1,0,1,-9,-9,0,0,0,0,0,14,1,4,1,1,1,1,14,4,6,6,5,3,0,0,6,7,gml-2.0
3719,255,375,1939,1,0,1,0,2,0,-9,-9,0,0,0,0,15,15,4,4,1,1,1,1,15,4,59,59,7,3,0,0,11,1,gml-2.0
3719,255,375,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,15,15,4,4,1,1,1,0,15,4,59,59,7,3,0,0,11,1,gml-2.0
3720,325,380,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,8,3,0,0,10,10,gml-2.0
3721,325,380,1942,1,0,0,0,0,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,8,3,0,0,4,4,gml-2.0
3722,365,380,1943,1,0,1,0,1,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,5,3,0,0,4,4,gml-2.0
3723,255,367,1939,1,0,0,0,0,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,3,3,8,3,0,0,11,11,gml-2.0
3723,255,367,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,0,15,4,3,3,8,3,0,0,11,11,gml-2.0
3724,200,325,1939,1,0,1,0,2,0,-9,-9,0,0,0,0,15,21,4,5,1,1,1,1,21,5,101,101,9,3,0,0,3,6,gml-2.0
3724,200,325,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,15,21,4,5,1,1,1,0,21,5,101,101,9,3,0,0,3,6,gml-2.0
3725,200,651,1882,1,0,1,0,2,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,1,1,20,5,105,105,1,2,6,-9,6,9,gml-2.0
3725,220,651,1882,1,0,1,0,2,0,-9,-9,0,6,0,-9,8,20,3,5,1,1,1,1,20,5,105,105,1,2,6,-9,6,9,gml-2.0
3800,200,225,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,18,18,8,1,0,0,6,6,gml-2.0
3801,255,380,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,16,15,4,4,1,1,1,1,16,4,13,13,5,3,0,0,4,4,gml-2.0
3802,200,380,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,158,158,5,3,0,0,5,10,gml-2.0
3804,255,380,1939,1,0,1,0,2,0,-9,-9,0,0,0,0,16,8,4,3,1,1,1,1,16,4,143,172,5,3,0,0,11,4,gml-2.0
3804,255,380,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,16,8,4,3,1,1,1,0,16,4,143,172,5,3,0,0,11,4,gml-2.0
3805,255,380,1941,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,5,3,0,0,4,4,gml-2.0
3806,255,380,1942,1,0,1,0,2,0,-9,-9,0,0,0,0,16,16,4,4,1,1,1,1,16,4,810,810,5,3,0,0,2,4,gml-2.0
3806,255,380,1943,1,0,1,0,2,0,-9,-9,0,0,0,0,16,16,4,4,1,1,1,0,16,4,810,810,5,3,0,0,2,4,gml-2.0
3806,255,380,1944,1,0,1,0,2,0,-9,-9,0,0,0,0,16,16,4,4,1,1,1,0,16,4,810,810,5,3,0,0,2,4,gml-2.0
3807,200,360,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,0,0,7,3,0,0,7,7,gml-2.0
3809,255,366,1939,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,0,0,7,3,0,0,12,12,gml-2.0
3812,200,345,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,4,4,5,3,0,0,4,4,gml-2.0
3813,255,345,1940,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,21,4,5,1,1,1,1,21,5,371,401,9,3,-9,-9,3,4,gml-2.0
3813,255,345,1941,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,21,4,5,1,1,1,0,21,5,371,401,9,3,-9,-9,3,4,gml-2.0
3813,310,345,1941,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,21,4,5,0,1,1,1,21,5,371,401,9,3,-9,-9,3,4,gml-2.0
3813,345,355,1941,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,21,17,5,4,1,0,1,1,21,5,371,401,9,3,-9,-9,3,4,gml-2.0
3814,325,345,1940,1,0,1,0,1,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,0,0,5,3,0,0,10,10,gml-2.0
3820,200,325,1940,0,1,0,1,0 Not applicable,1,-9 Missing,-9,0,0,0,0,0,21,1,5,1,1,1,1,21,5,54,54,9,3,0,0,4,6,gml-2.0
3820,220,325,1940,0,1,0,1,0,1,-9,-9,0,0,0,0,0,21,1,5,1,1,1,1,21,5,54,54,9,3,0,0,4,6,gml-2.0
3822,255,365,1940,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,21,10,5,3,1,1,1,1,21,5,300,300,9,3,-9,-9,8,6,gml-2.0
3822,255,365,1941,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,21,10,5,3,1,1,1,0,21,5,300,300,9,3,-9,-9,8,6,gml-2.0
3823,310,360,1940,0,1,1,0,1,0,-9,-9,0,0,0,0,17,17,4,4,1,1,1,1,11,3,7,7,4,1,0,0,8,8,gml-2.0
3825,255,360,1940,1,0,1,0,1,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,1,1,4,2,2,4,2,0,0,8,8,gml-2.0
3826,255,360,1944,1,0,0,1,0,2,-9,-9,-9,-9,-9,-9,17,21,4,5,0,1,1,1,21,5,9,39,9,3,-9,-9,8,9,gml-2.0
3826,310,360,1944,1,0,0,1,0,2,-9,-9,-9,-9,-9,-9,17,21,4,5,1,1,1,1,21,5,9,39,9,3,-9,-9,8,9,gml-2.0
3827,255,355,1944,0,1,0,1,0,2,-9,-9,-9,-9,-9,-9,17,21,4,5,1,1,1,1,21,5,0,0,9,3,-9,-9,9,9,gml-2.0
3834,160,255,1939,1,0,0,0,0,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,154,154,7,3,0,-9,12,5,gml-2.0
3834,160,255,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,0,15,4,154,154,7,3,0,-9,12,5,gml-2.0
3834,165,255,1939,1,0,0,0,0 Not applicable,0,-9 Missing,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,154,154,7,3,0,-9,12,5,gml-2.0
3834,165,255,1940,1,0,0,0,0 Not applicable,0,-9 Missing,-9,0,0,0,0,15,0,4,1,1,1,1,0,15,4,154,154,7,3,0,-9,12,5,gml-2.0
3835,160,255,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,5,5,gml-2.0
3836,200,230,1940,0,1,0,1,0,1,-9,-9,0,0,0,0,7,7,3,3,1,1,1,1,7,3,99,99,5,3,0,0,7,10,gml-2.0
3850,255,640,1940,1,0,0,1,0,2,-9,-9,0,0,0,0,7,17,3,4,1,1,1,1,7,3,388,388,5,3,0,0,1,2,gml-2.0
3850,255,640,1941,1,0,0,1,0,2,-9,-9,0,0,0,0,7,17,3,4,1,1,1,0,7,3,388,388,5,3,0,0,1,2,gml-2.0
3850,355,640,1940,1,0,0,1,0,2,-9,-9,0,0,0,0,17,17,4,4,0,1,1,1,7,3,388,388,5,3,0,0,1,2,gml-2.0
3850,355,640,1941,1,0,0,1,0,2,-9,-9,0,0,0,0,17,17,4,4,0,1,1,0,7,3,388,388,5,3,0,0,1,2,gml-2.0
3851,325,640,1940,1,0,0,0,0,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,1,1,2,37,37,5,2,0,0,9,10,gml-2.0
3852,325,630,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,5,3,0,0,7,7,gml-2.0
3853,200,325,1940,0,1,0,1,2 Policy,2,-9 Missing,-9,-9,-9,-9,-9,17,17,4,4,0,1,1,1,16,4,130,130,8,3,-9,-9,6,10,gml-2.0
3853,220,325,1940,0,1,0,1,2 Policy,2,-9 Missing,-9,-9,-9,-9,-9,16,17,4,4,0,1,1,1,16,4,130,130,8,3,-9,-9,6,10,gml-2.0
3853,325,651,1940,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,17,16,4,4,1,1,1,1,16,4,130,130,8,3,-9,-9,6,10,gml-2.0
3854,95,325,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,7,7,gml-2.0
3855,95,255,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,172,172,5,3,0,0,7,12,gml-2.0
3856,350,355,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,0,0,5,3,0,0,10,10,gml-2.0
3860,200,365,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,75,75,7,3,0,0,1,3,gml-2.0
3861,255,310,1940,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,34,34,4,3,0,0,4,5,gml-2.0
3863,205,255,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,89,89,5,3,0,0,8,10,gml-2.0
3864,140,200,1940,0,1,0,1,0,2,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,34,34,7,3,0,0,11,12,gml-2.0
3868,255,355,1941,1,0,1,0,2,0,-9,-9,0,0,0,0,3,0,2,1,1,1,1,1,3,2,0,0,5,3,0,0,9,9,gml-2.0
3869,355,365,1941,0,1,0,1,0,2,-9,-9,1,0,2,0,17,17,4,4,1,1,1,1,17,4,5,5,5,3,1,2,9,9,gml-2.0
3871,200,355,1941,1,0,1,0,2,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,5,3,0,0,2,2,gml-2.0
3872,360,365,1941,0,1,0,0,0,0,-9,-9,2,0,0,0,17,17,4,4,1,1,1,1,17,4,-30,30,5,3,2,0,1,1,gml-2.0
3873,255,651,1941,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,0,0,5,3,0,0,4,4,gml-2.0
3875,155,255,1942,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,3,3,gml-2.0
3876,165,255,1942,0,1,0,1,0,2,-9,-9,0,0,0,0,8,16,3,4,1,1,1,1,16,4,167,167,5,3,0,0,3,8,gml-2.0
3877,70,255,1942,0,1,0,1,0,2,-9,-9,0,0,0,0,21,16,5,4,1,1,1,1,21,4,19,19,5,3,0,0,5,6,gml-2.0
3877,70,325,1942,0,1,0,0,0,0,-9,-9,0,0,0,0,21,0,5,1,1,0,1,1,21,4,19,19,5,3,0,0,5,6,gml-2.0
3877,70,740,1942,0,1,0,0,0,0 Not applicable,-9,-9 Missing,0,0,0,0,21,0,5,1,1,0,1,1,21,4,19,19,5,3,0,0,5,6,gml-2.0
3878,41,360,1942,0,1,0,0,0,0,-9,-9,0,0,0,0,0,18,1,4,1,1,1,1,18,4,0,0,9,4,0,0,8,8,gml-2.0
3881,95,255,1941,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,397,455,5,3,0,0,9,11,gml-2.0
3881,95,255,1942,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,0,16,4,397,455,5,3,0,0,9,11,gml-2.0
3882,91,255,1942,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,116,116,5,3,0,0,3,7,gml-2.0
3883,101,255,1942,0,1,0,1,0,2,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,0,0,5,3,0,0,2,2,gml-2.0
3884,230,255,1943,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,3,2,0,0,5,3,0,0,2,2,gml-2.0
